---------------------------  data, labels -------------------------
['124' '1243' '812' '109']0
['283' '2086' '1008' '1434']0
['23' '1437' '381' '97']0
['1095' '1199' '932' '826']0
['627' '440' '1008' '946']0
['419' '2128' '464' '805']0
['131' '2318' '932' '985']0
['1664' '1491' '1740' '1896']0
['1971' '1491' '1799' '202']0
['828' '2337' '906' '1673']0
['226' '1823' '1589' '1846']0
['744' '1521' '16' '148']1
['1727' '2173' '1321' '1744']0
['1725' '739' '1610' '1589']0
['1049' '1383' '305' '109']1
['1084' '1081' '299' '1864']1
['124' '974' '1151' '1321']0
['960' '1303' '1700' '17']0
['124' '1750' '1643' '914']0
['1867' '170' '427' '1168']0
['1474' '984' '1487' '717']0
['233' '310' '1188' '1895']0
['182' '1361' '1643' '431']0
['1764' '174' '147' '1429']1
['936' '1331' '502' '858']0
['1811' '2010' '1204' '42']0
['665' '243' '1610' '368']0
['420' '1826' '322' '1525']1
['114' '1664' '1643' '233']0
['1784' '2039' '502' '1710']1
['147' '1823' '382' '192']0
['1784' '1964' '882' '1404']0
['1764' '1295' '1801' '167']0
['53' '44' '391' '1702']0
['1819' '170' '1034' '980']0
['1243' '218' '129' '1446']1
['645' '854' '16' '1795']1
['1033' '2394' '1092' '1876']0
['1929' '191' '812' '109']0
['1171' '2033' '23' '985']1
['1784' '62' '299' '1491']1
['1320' '2173' '1416' '327']0
['1917' '1611' '1610' '1664']0
['93' '2128' '1252' '26']0
['114' '1041' '1199' '1743']0
['1784' '1803' '323' '505']0
['1819' '1096' '961' '1916']0
['1150' '2127' '778' '1554']0
['1310' '91' '139' '481']1
['327' '2128' '1761' '1413']0
['1269' '2173' '1610' '796']0
['12' '1099' '1797' '235']0
['1421' '1543' '39' '908']1
['97' '762' '1610' '920']0
['71' '2096' '1090' '1748']0
['1111' '2128' '1193' '1056']0
['50' '1253' '1801' '1491']0
['287' '618' '39' '202']1
['1954' '1058' '1634' '858']0
['789' '2339' '1801' '192']0
['267' '2128' '161' '825']0
['1961' '2040' '1499' '594']0
['1047' '1046' '812' '858']0
['983' '1828' '1609' '1710']0
['1784' '1810' '1776' '856']0
['1819' '1099' '776' '1474']0
['654' '2233' '906' '326']1
['226' '1248' '687' '858']0
['983' '2383' '1486' '109']0
['1008' '2022' '257' '1791']1
['1554' '126' '268' '1846']1
['1929' '260' '839' '1866']0
['1784' '590' '1188' '1556']0
['1830' '2347' '393' '876']0
['879' '2128' '763' '1272']0
['1895' '2159' '1610' '1148']0
['1617' '2263' '353' '109']0
['67' '2393' '1107' '1866']0
['386' '1813' '1' '307']1
['509' '987' '1801' '178']0
['976' '941' '1702' '1274']0
['619' '2364' '323' '511']0
['1310' '1966' '1769' '1413']0
['263' '275' '1728' '874']0
['251' '2127' '906' '946']0
['69' '1041' '440' '1777']0
['287' '1974' '1188' '113']0
['37' '2364' '370' '919']0
['276' '2236' '969' '1622']0
['793' '2242' '974' '1258']0
['1966' '43' '36' '1175']1
['293' '1515' '375' '166']0
['559' '1526' '1188' '858']0
['1047' '93' '1053' '1704']0
['1578' '243' '1614' '1639']0
['187' '145' '1299' '858']0
['57' '2318' '971' '1160']0
['983' '615' '1776' '162']0
['0' '867' '1249' '1434']0
['436' '510' '1546' '1716']0
['1819' '1367' '267' '1471']1
['761' '1096' '1755' '1911']0
['39' '78' '820' '1701']0
['1560' '288' '906' '1485']0
['1819' '1762' '1610' '1383']0
['1395' '440' '323' '1403']0
['881' '237' '994' '1743']0
['1188' '170' '1147' '1064']0
['233' '41' '663' '1157']0
['983' '196' '841' '571']0
['369' '1966' '984' '1876']0
['1814' '444' '1610' '125']0
['840' '2318' '1175' '1696']0
['354' '1386' '1090' '856']0
['1994' '2173' '949' '903']0
['344' '336' '477' '109']0
['1786' '2180' '271' '192']1
['266' '2391' '1040' '213']0
['286' '61' '268' '1864']1
['226' '1828' '139' '159']0
['1944' '1867' '1610' '1814']0
['131' '2318' '499' '1168']0
['1053' '1503' '1188' '1702']0
['233' '905' '1643' '1566']0
['773' '1164' '929' '1168']0
['1138' '2129' '268' '1864']1
['1784' '1775' '1188' '47']0
['1310' '2128' '1005' '150']0
['233' '120' '1007' '1157']0
['925' '2393' '323' '448']0
['9' '1795' '152' '1429']1
['1361' '953' '1755' '1710']0
['1784' '2379' '303' '335']1
['1507' '1295' '323' '1266']0
['498' '2290' '655' '1076']0
['344' '839' '1737' '96']0
['330' '2309' '328' '1893']0
['1946' '2393' '1396' '959']0
['916' '1459' '972' '1168']0
['1788' '2136' '357' '1599']0
['1852' '2061' '1001' '109']0
['720' '1212' '265' '338']1
['11' '1572' '147' '809']1
['858' '243' '1614' '1916']0
['114' '1332' '323' '1883']0
['1526' '1099' '1552' '1295']0
['124' '2300' '1739' '565']0
['109' '2099' '503' '1652']0
['407' '655' '974' '745']0
['705' '189' '1610' '1273']0
['1480' '1926' '267' '47']1
['1150' '1725' '974' '1193']0
['287' '1234' '1188' '394']0
['124' '357' '1616' '946']0
['22' '2128' '514' '1749']0
['436' '510' '1546' '1716']0
['1319' '386' '502' '1177']1
['983' '291' '930' '272']0
['369' '893' '1645' '893']0
['1801' '986' '892' '1149']0
['1784' '1338' '892' '408']0
['1055' '2324' '1441' '962']0
['1633' '243' '740' '809']0
['589' '953' '1610' '1813']0
['233' '33' '1731' '1515']0
['22' '2128' '514' '1571']0
['1784' '2331' '129' '946']1
['1012' '243' '1662' '1806']0
['1699' '1266' '1063' '109']0
['131' '1209' '323' '748']0
['656' '1041' '361' '248']0
['419' '1096' '375' '1614']0
['1220' '1278' '1188' '792']0
['888' '1529' '353' '109']0
['126' '78' '892' '973']0
['39' '288' '1036' '52']0
['126' '2393' '1345' '1715']0
['226' '1823' '754' '1864']0
['1784' '920' '375' '1702']0
['545' '1491' '1610' '1076']0
['983' '196' '841' '571']0
['670' '2392' '974' '1702']0
['983' '1821' '1001' '1177']0
['1819' '344' '257' '874']1
['1008' '1590' '1188' '1702']0
['1934' '1662' '383' '199']0
['983' '1315' '129' '1513']1
['1309' '2128' '1282' '1377']0
['131' '1050' '1609' '834']0
['345' '1298' '375' '1177']0
['783' '1164' '782' '1701']0
['1047' '2128' '161' '1429']0
['1819' '654' '120' '483']1
['1824' '214' '413' '97']0
['1008' '1745' '1094' '1422']0
['880' '805' '1106' '936']0
['983' '1315' '129' '1513']1
['287' '2298' '1609' '418']0
['1584' '2173' '929' '1018']0
['373' '1096' '106' '162']1
['1819' '1081' '16' '1706']1
['114' '1697' '1626' '344']0
['287' '2298' '1188' '1735']0
['1820' '1416' '316' '750']1
['1554' '1874' '1188' '109']0
['1582' '1313' '270' '762']1
['37' '2181' '1189' '858']0
['1954' '1058' '863' '857']0
['344' '43' '36' '1526']1
['233' '33' '1731' '1515']0
['344' '1016' '1196' '1702']0
['1306' '2128' '754' '1018']0
['983' '615' '1776' '162']0
['39' '2128' '211' '515']0
['60' '2393' '1288' '971']0
['490' '1099' '755' '903']0
['539' '1491' '1115' '167']0
['344' '1069' '1542' '936']0
['124' '1041' '1169' '934']0
['194' '1164' '323' '1875']0
['235' '73' '777' '223']0
['1047' '1099' '1659' '1157']0
['344' '1099' '1317' '835']0
['647' '1904' '323' '467']0
['449' '844' '134' '698']1
['287' '1128' '1589' '242']0
['634' '2128' '855' '1891']0
['0' '1338' '1392' '299']0
['415' '1164' '974' '1126']0
['233' '1919' '1188' '162']0
['1008' '2272' '356' '1168']0
['106' '726' '129' '783']1
['9' '2128' '1638' '1707']0
['1966' '908' '906' '1284']0
['1759' '243' '1327' '1805']0
['234' '396' '1007' '1365']0
['131' '1209' '1333' '1518']0
['351' '1952' '1063' '1702']0
['124' '2313' '1643' '1447']0
['1784' '1060' '1188' '36']0
['488' '1491' '232' '107']0
['1784' '2048' '16' '1710']1
['1904' '1215' '1396' '903']0
['1791' '1041' '1643' '1591']0
['1966' '170' '781' '1397']0
['344' '2276' '1188' '69']0
['1783' '1164' '323' '498']0
['1292' '1443' '81' '1668']1
['1929' '579' '1776' '523']0
['804' '243' '357' '1702']0
['267' '1069' '1385' '1189']0
['1763' '1491' '1610' '32']0
['965' '1350' '359' '552']0
['1095' '2318' '842' '1168']0
['1374' '243' '794' '109']0
['1784' '120' '491' '127']0
['783' '305' '1610' '1411']0
['1784' '2097' '265' '80']1
['1783' '1823' '1175' '717']0
['1318' '1199' '1610' '369']0
['124' '1329' '323' '1288']0
['1784' '2174' '264' '1911']1
['1084' '1099' '631' '646']0
['1093' '1471' '1673' '1743']0
['1615' '1692' '1747' '52']0
['1414' '1752' '1609' '1562']1
['223' '1241' '1609' '1702']0
['1785' '1272' '1762' '809']0
['417' '78' '1088' '1916']0
['314' '1361' '314' '1709']1
['233' '122' '1614' '1400']0
['1784' '2346' '375' '598']0
['498' '1212' '1731' '1345']0
['757' '1163' '1643' '996']0
['1890' '2378' '257' '245']1
['1795' '1415' '1272' '1698']0
['1013' '2173' '399' '1702']0
['239' '418' '352' '1743']0
['719' '924' '1210' '1741']0
['26' '2393' '393' '1866']0
['1949' '43' '36' '825']1
['19' '1959' '139' '1885']0
['1095' '2318' '1063' '784']0
['131' '1209' '1333' '1770']0
['1554' '870' '139' '159']1
['1656' '1627' '28' '1709']1
['881' '2145' '79' '1854']1
['226' '2318' '1343' '1743']0
['1819' '2131' '39' '893']1
['106' '726' '129' '783']1
['281' '1828' '257' '52']0
['1006' '229' '265' '654']1
['1629' '131' '1762' '809']0
['1257' '1539' '897' '1085']0
['1783' '2128' '1476' '1846']0
['972' '2107' '147' '946']1
['1944' '2393' '1340' '541']0
['304' '1279' '1610' '493']0
['510' '1491' '1610' '991']0
['1095' '739' '1643' '1919']0
['1310' '2128' '565' '1846']0
['1292' '237' '1193' '1056']0
['628' '1864' '1610' '1644']0
['831' '288' '961' '834']0
['1966' '170' '785' '646']0
['1310' '2210' '106' '834']1
['1299' '2173' '322' '1842']1
['426' '243' '1609' '1056']0
['124' '1891' '1672' '1743']0
['454' '1491' '1780' '825']0
['452' '1477' '1739' '192']0
['287' '397' '21' '1743']1
['1889' '229' '839' '1702']0
['1211' '1501' '1610' '1059']0
['207' '2326' '433' '903']0
['960' '1013' '687' '327']0
['1766' '2136' '357' '1539']0
['960' '2176' '257' '1701']0
['1047' '344' '812' '109']0
['21' '2393' '1410' '1189']0
['1966' '371' '1683' '645']0
['1793' '243' '761' '664']0
['981' '2128' '1080' '1743']0
['1784' '2167' '375' '52']0
['1784' '1940' '1008' '277']1
['938' '2173' '932' '674']0
['1789' '1164' '932' '360']0
['983' '1041' '440' '1725']0
['114' '1005' '328' '1175']0
['1654' '1460' '129' '1846']1
['1356' '1027' '502' '1758']1
['1047' '2341' '1739' '335']0
['287' '1620' '304' '594']1
['1093' '1013' '839' '1810']0
['1784' '102' '630' '19']0
['124' '234' '400' '1916']0
['1014' '2133' '170' '81']1
['1681' '243' '628' '1803']0
['1335' '1405' '271' '1119']1
['124' '1766' '1333' '1457']0
['19' '1164' '1169' '1202']0
['1784' '1261' '597' '1720']0
['126' '2393' '1345' '1715']0
['1035' '78' '511' '1470']0
['124' '1362' '1609' '1854']0
['1910' '2128' '1317' '1050']0
['253' '146' '1228' '969']0
['131' '1823' '1610' '964']0
['1929' '2393' '375' '1919']0
['169' '1099' '721' '1429']0
['91' '144' '404' '109']0
['114' '1241' '1469' '1701']0
['219' '2393' '465' '1052']0
['287' '1445' '265' '627']1
['1353' '2128' '1314' '671']0
['926' '2173' '929' '1868']0
['1968' '2145' '641' '1019']0
['287' '498' '545' '167']0
['134' '26' '147' '1846']1
['290' '1150' '1801' '1885']0
['1784' '1191' '139' '336']1
['1626' '2173' '1438' '1157']0
['287' '588' '974' '1695']0
['960' '1471' '1303' '838']0
['1784' '769' '375' '1799']0
['548' '2128' '597' '1871']0
['124' '234' '323' '1294']0
['124' '2314' '1643' '352']0
['1783' '2145' '1435' '1871']0
['1310' '2128' '1064' '1168']0
['226' '1041' '1197' '1721']0
['232' '1823' '1498' '410']0
['1668' '1491' '1389' '1613']0
['923' '170' '1026' '936']0
['1929' '1801' '1386' '858']0
['1819' '819' '129' '1477']1
['483' '845' '1436' '327']0
['1720' '170' '430' '1198']0
['421' '243' '1180' '1781']0
['1819' '1979' '502' '97']0
['1491' '534' '16' '1868']1
['472' '1212' '1445' '213']0
['1383' '506' '306' '52']1
['322' '2145' '604' '97']1
['1562' '2128' '161' '167']0
['1081' '1099' '1332' '1593']0
['213' '2127' '1392' '148']0
['1784' '446' '271' '1042']1
['1562' '43' '36' '139']1
['1562' '2326' '1437' '959']0
['1784' '1499' '987' '806']0
['1819' '720' '1801' '1548']0
['1310' '929' '129' '1387']1
['1784' '2144' '261' '858']1
['1784' '1305' '1092' '1891']0
['1014' '2133' '170' '81']1
['1732' '605' '257' '1846']1
['1994' '2356' '1175' '1401']0
['1216' '1301' '1643' '1872']0
['21' '2393' '323' '511']0
['130' '1069' '1345' '162']0
['266' '689' '1008' '148']0
['109' '78' '853' '1916']0
['386' '1096' '129' '515']1
['287' '81' '604' '1702']1
['1801' '1770' '265' '1272']1
['785' '2063' '21' '834']1
['1580' '440' '447' '278']0
['1784' '1568' '1188' '1643']0
['1008' '1855' '932' '694']0
['498' '78' '581' '1701']0
['22' '2393' '1712' '1771']0
['407' '731' '139' '1648']0
['1310' '1958' '926' '1805']0
['22' '1069' '1178' '1862']0
['1338' '1578' '264' '1761']1
['407' '1828' '257' '1891']1
['714' '1491' '932' '482']0
['283' '850' '1643' '1790']0
['131' '2318' '1004' '202']0
['457' '1491' '209' '213']0
['131' '2318' '550' '1701']0
['805' '924' '1748' '1473']0
['1095' '2318' '139' '335']1
['235' '207' '323' '1241']0
['1310' '648' '906' '1846']0
['1293' '785' '974' '1702']0
['494' '1491' '496' '810']0
['233' '1719' '1552' '1713']0
['1784' '1620' '1609' '1067']0
['1929' '1007' '1643' '607']0
['267' '2128' '1103' '1846']0
['226' '2029' '1700' '244']0
['1654' '2127' '257' '675']0
['239' '2181' '418' '1702']0
['1083' '243' '566' '1207']0
['36' '1619' '129' '995']1
['235' '145' '1088' '1810']0
['131' '1867' '359' '202']0
['114' '1309' '1546' '233']0
['226' '288' '654' '202']0
['1466' '602' '1491' '1009']0
['570' '2263' '1643' '1702']0
['1310' '379' '522' '408']0
['726' '2340' '735' '1702']0
['1784' '1092' '1061' '903']0
['976' '855' '1396' '97']1
['101' '1069' '1396' '1854']0
['344' '353' '668' '1189']0
['114' '1823' '873' '1169']0
['1236' '1828' '1610' '1288']0
['804' '243' '357' '1702']0
['1784' '1629' '1188' '109']0
['237' '78' '1585' '327']0
['379' '78' '677' '948']0
['1113' '924' '323' '649']0
['1008' '917' '510' '1736']0
['0' '1396' '375' '109']0
['344' '1066' '1163' '1380']0
['9' '1795' '152' '1429']1
['1994' '1295' '182' '52']1
['498' '2393' '511' '1668']0
['1784' '295' '413' '48']0
['822' '530' '464' '167']0
['1795' '1823' '370' '164']0
['1332' '2386' '1618' '1069']0
['1179' '1436' '827' '327']0
['1694' '305' '1610' '310']0
['449' '463' '275' '1206']1
['1288' '1842' '106' '1177']1
['274' '291' '1610' '89']0
['276' '170' '857' '1701']0
['407' '637' '312' '1916']1
['280' '2134' '1007' '1621']0
['1895' '27' '1739' '1864']0
['379' '255' '502' '1916']1
['267' '2393' '1403' '1702']0
['282' '2337' '906' '1846']0
['283' '1759' '1188' '451']0
['1561' '2364' '1610' '759']0
['124' '2383' '1403' '1743']0
['413' '523' '164' '1047']1
['1310' '2128' '1271' '47']0
['1791' '2356' '433' '849']0
['1788' '1069' '805' '858']0
['1720' '1882' '19' '1709']1
['114' '2318' '618' '1500']0
['1095' '2334' '1070' '147']0
['266' '1209' '1610' '1065']0
['233' '1504' '1330' '946']0
['847' '1491' '1498' '875']0
['881' '1129' '1419' '1632']0
['953' '1603' '1731' '1883']0
['287' '755' '251' '825']1
['162' '1459' '1396' '105']1
['276' '2127' '906' '675']0
['1216' '2332' '1525' '717']0
['124' '1041' '361' '195']0
['1200' '2173' '1610' '1832']0
['124' '1386' '1075' '1018']0
['1047' '110' '265' '171']1
['1302' '2173' '656' '698']0
['1984' '728' '265' '1172']1
['1784' '981' '974' '1880']0
['1478' '2128' '1275' '1168']0
['883' '1828' '215' '1344']0
['1171' '1764' '122' '801']0
['1784' '1311' '257' '1684']1
['1065' '2127' '1054' '97']0
['1955' '1514' '375' '834']1
['1783' '2393' '1451' '109']0
['369' '2136' '854' '831']0
['1784' '98' '1419' '534']0
['1783' '1099' '1014' '192']0
['322' '2173' '671' '1127']0
['124' '1066' '1163' '549']0
['124' '307' '929' '1358']0
['667' '2173' '1075' '213']0
['1840' '210' '1610' '1530']0
['344' '2276' '1188' '69']0
['240' '713' '1007' '1817']0
['233' '522' '1133' '1701']0
['983' '2383' '793' '1558']0
['1784' '1903' '1643' '148']1
['114' '1041' '1175' '1476']0
['1292' '1959' '423' '202']0
['127' '2335' '1204' '1879']0
['1095' '2318' '139' '335']1
['117' '363' '532' '1846']0
['1801' '1997' '1010' '1503']0
['39' '2339' '906' '1885']0
['508' '1526' '16' '1702']1
['444' '1338' '1392' '317']0
['430' '924' '1106' '1743']0
['1758' '461' '271' '148']1
['1132' '2263' '974' '1126']0
['379' '2136' '1597' '167']0
['1784' '317' '1188' '109']0
['409' '1099' '626' '1373']0
['1819' '833' '129' '1242']1
['39' '219' '932' '447']0
['790' '2131' '1008' '1749']0
['390' '1073' '360' '1702']0
['414' '533' '375' '1614']0
['1093' '2128' '452' '1290']0
['1784' '1810' '1776' '162']0
['74' '288' '1731' '1702']0
['1784' '1360' '39' '1868']1
['266' '722' '1801' '1069']0
['1784' '516' '267' '834']1
['93' '170' '784' '1466']0
['1654' '2290' '1394' '167']0
['1006' '1099' '796' '1721']0
['1347' '2128' '425' '1548']0
['1784' '1619' '16' '1160']1
['1047' '170' '1223' '1168']0
['379' '142' '113' '1835']1
['1284' '170' '1712' '1172']0
['1791' '1073' '1633' '1702']0
['1401' '2365' '1676' '1087']0
['683' '1440' '502' '52']1
['1953' '1804' '265' '1782']1
['983' '1618' '1551' '903']0
['1603' '1332' '929' '1472']0
['1823' '577' '370' '218']0
['901' '1491' '1119' '167']0
['983' '1828' '375' '1710']0
['267' '146' '1542' '1207']0
['1784' '1903' '1400' '552']0
['114' '1192' '1151' '1109']0
['1046' '2173' '484' '1207']0
['1895' '1164' '1199' '1748']0
['436' '2207' '107' '161']1
['881' '2134' '1731' '109']0
['1311' '1904' '1687' '109']0
['94' '1526' '1188' '1702']0
['1819' '1367' '1801' '1175']0
['339' '431' '1731' '109']0
['1115' '1097' '134' '1902']1
['136' '1361' '502' '1163']0
['287' '626' '1219' '167']0
['1008' '2156' '96' '1702']1
['1203' '1201' '1801' '1743']0
['1874' '440' '906' '1429']0
['1297' '1491' '1414' '717']0
['1929' '1190' '375' '1702']0
['988' '2270' '1598' '1154']0
['147' '2136' '1402' '1702']0
['1414' '1752' '1609' '1562']1
['1245' '1893' '139' '446']1
['1307' '1331' '180' '1846']1
['344' '146' '892' '1370']0
['382' '2128' '1528' '47']0
['946' '1585' '271' '1085']1
['602' '1164' '396' '1864']0
['236' '2318' '1176' '1360']0
['349' '2375' '139' '1749']1
['960' '1281' '1008' '661']0
['1784' '217' '1188' '1455']0
['1966' '2059' '1587' '1730']0
['344' '146' '1628' '834']0
['1784' '98' '1392' '1466']0
['1784' '363' '1620' '1710']0
['1483' '288' '1146' '425']0
['1784' '154' '299' '192']1
['1950' '1126' '1696' '1253']0
['910' '243' '975' '603']0
['612' '2167' '1101' '1702']0
['344' '557' '945' '213']0
['1310' '219' '1196' '1177']0
['1788' '146' '974' '858']0
['336' '239' '39' '52']1
['1783' '1315' '1063' '109']0
['981' '346' '139' '543']1
['1672' '2127' '1610' '1203']0
['1095' '1504' '1351' '1743']0
['751' '2364' '428' '1168']0
['449' '844' '134' '698']1
['983' '441' '1008' '1805']0
['497' '1997' '502' '834']1
['245' '243' '1635' '1178']0
['109' '974' '1633' '1702']0
['1796' '2127' '393' '903']0
['1834' '280' '139' '809']1
['724' '243' '1056' '903']0
['1707' '275' '404' '52']0
['124' '1066' '370' '887']0
['783' '1491' '1627' '597']0
['386' '219' '265' '643']1
['1889' '170' '880' '1228']0
['114' '1494' '1106' '109']0
['1319' '444' '1198' '1743']0
['1891' '2145' '1275' '1168']0
['266' '2128' '661' '594']0
['1104' '1096' '375' '1034']0
['1093' '1069' '122' '1429']1
['995' '78' '1085' '784']0
['336' '769' '951' '1827']0
['1487' '1239' '71' '1864']1
['71' '2096' '1801' '1470']0
['1592' '1069' '406' '1916']0
['960' '470' '1610' '66']0
['1961' '1972' '433' '637']0
['233' '122' '1088' '1149']0
['1464' '1120' '1610' '320']0
['124' '234' '566' '1743']0
['881' '1230' '328' '1782']0
['1711' '620' '375' '1573']0
['1440' '2173' '755' '167']0
['983' '1828' '974' '109']0
['181' '170' '1089' '976']0
['1021' '765' '129' '1846']1
['1860' '1511' '1632' '1189']0
['1935' '388' '1801' '853']0
['114' '2029' '375' '1616']0
['1586' '1096' '1396' '26']1
['1319' '375' '267' '96']1
['239' '1828' '1151' '1817']0
['914' '243' '591' '1743']0
['1310' '1415' '1608' '413']0
['1656' '1774' '295' '1520']1
['317' '2128' '758' '1020']0
['543' '1210' '1591' '948']0
['1795' '1164' '1610' '1907']0
['386' '2128' '1604' '1189']0
['1783' '2128' '211' '809']0
['344' '2128' '1535' '167']0
['1281' '681' '1762' '809']0
['1833' '78' '1770' '1692']0
['498' '861' '726' '903']0
['1525' '1961' '1196' '1718']0
['1156' '968' '404' '109']0
['1758' '561' '141' '52']1
['1784' '1958' '39' '1407']1
['232' '1823' '1498' '410']0
['1811' '249' '1757' '1189']0
['21' '2393' '1410' '1189']0
['1093' '170' '474' '834']0
['1819' '1885' '1196' '109']0
['983' '689' '1175' '414']0
['1989' '243' '1609' '1702']0
['1310' '1713' '265' '80']1
['256' '685' '1188' '668']0
['1784' '981' '974' '1880']0
['210' '2123' '39' '1702']1
['233' '1620' '1457' '167']0
['124' '1066' '323' '1657']0
['1172' '475' '1396' '97']0
['1084' '170' '504' '167']0
['917' '1340' '349' '774']0
['993' '1499' '768' '350']0
['1784' '970' '375' '26']0
['1791' '1066' '1234' '92']0
['1783' '1209' '1610' '731']0
['1292' '1297' '735' '1743']0
['1574' '243' '1750' '1710']0
['618' '243' '1609' '858']0
['181' '2326' '393' '291']0
['356' '1491' '1627' '133']0
['1784' '139' '375' '1702']0
['1784' '320' '267' '52']1
['1885' '1774' '1755' '946']0
['53' '44' '1488' '249']0
['1288' '1503' '1792' '622']0
['131' '1364' '740' '1434']0
['162' '1828' '1610' '1202']0
['464' '69' '678' '477']0
['1784' '39' '240' '1701']1
['1480' '2141' '39' '619']1
['1310' '2393' '139' '966']1
['236' '1209' '1198' '922']0
['625' '1491' '922' '1217']0
['232' '1209' '1767' '1710']0
['114' '1041' '900' '1702']0
['1343' '953' '1687' '109']0
['658' '165' '147' '1452']1
['881' '417' '251' '158']1
['39' '2128' '1363' '1168']0
['22' '1069' '663' '1548']0
['1889' '2364' '323' '1221']0
['809' '1618' '434' '167']0
['1554' '899' '265' '175']1
['1819' '1425' '1008' '1846']1
['94' '1491' '1610' '1076']0
['124' '1329' '588' '786']0
['226' '1823' '993' '902']0
['1253' '2364' '323' '1128']0
['1161' '1787' '305' '1702']1
['379' '170' '1665' '1065']0
['1047' '170' '1506' '1168']0
['1310' '1212' '268' '1846']1
['1784' '138' '208' '90']0
['1889' '2128' '891' '213']0
['960' '1415' '1509' '167']0
['1819' '2131' '271' '120']1
['344' '2235' '1063' '1702']0
['962' '243' '323' '1221']0
['1789' '1181' '974' '948']0
['1202' '334' '828' '903']0
['131' '974' '1175' '1702']0
['247' '1436' '412' '202']0
['1228' '1212' '299' '672']1
['124' '1906' '900' '331']0
['741' '1530' '129' '809']1
['1789' '2334' '1208' '1757']0
['1310' '170' '1571' '325']0
['267' '2148' '53' '1083']0
['1084' '170' '1067' '273']0
['283' '1891' '1175' '781']0
['1211' '2263' '1643' '109']0
['1994' '1428' '328' '856']0
['1784' '610' '70' '1189']1
['126' '1164' '323' '680']0
['1784' '335' '375' '903']0
['1753' '734' '1050' '858']0
['1944' '1867' '1643' '1702']0
['287' '1575' '257' '1614']1
['1084' '2128' '1444' '255']0
['1953' '783' '368' '148']0
['1346' '1096' '106' '157']1
['1047' '1888' '502' '1702']0
['386' '219' '20' '1864']1
['1784' '216' '404' '109']0
['456' '1491' '1612' '167']0
['1860' '1372' '974' '1751']0
['1784' '2379' '357' '1076']0
['1805' '2127' '1163' '334']0
['67' '2393' '906' '205']1
['1660' '2236' '944' '244']0
['960' '2082' '323' '553']0
['283' '1066' '1021' '948']0
['266' '170' '810' '52']0
['1150' '1950' '1008' '824']0
['287' '626' '1219' '167']0
['1562' '73' '1762' '1846']0
['235' '170' '1034' '1172']0
['239' '1332' '929' '672']0
['95' '243' '1008' '946']0
['628' '485' '1558' '856']0
['117' '363' '532' '1846']0
['386' '146' '1776' '983']0
['1784' '562' '1279' '903']0
['1891' '1212' '249' '325']1
['1006' '1099' '796' '1721']0
['791' '2173' '1702' '629']0
['1281' '267' '265' '1627']1
['673' '856' '257' '809']1
['1714' '1164' '44' '1872']0
['634' '1526' '1610' '1202']0
['287' '1356' '1188' '909']0
['131' '726' '1396' '97']0
['1746' '2127' '1739' '192']0
['1296' '243' '918' '1702']0
['39' '2336' '713' '96']0
['1317' '2341' '1731' '1912']0
['1047' '2128' '1471' '1168']0
['1661' '288' '1531' '202']0
['1047' '2341' '1618' '1119']0
['207' '2326' '433' '903']0
['495' '336' '1792' '851']0
['1254' '174' '929' '266']0
['1819' '1301' '1643' '858']0
['233' '1408' '1403' '1854']0
['1909' '2084' '1063' '109']0
['658' '142' '95' '1434']1
['1791' '452' '1199' '233']0
['181' '1620' '1007' '109']0
['1929' '1708' '741' '742']0
['1819' '1436' '902' '717']0
['1095' '2318' '1063' '784']0
['1414' '1752' '1609' '1562']1
['1378' '2157' '129' '1897']1
['233' '905' '1643' '1566']0
['719' '1828' '119' '167']0
['530' '2334' '323' '1026']0
['1784' '1521' '305' '1702']1
['983' '1828' '1776' '109']0
['267' '78' '1746' '936']0
['1647' '424' '726' '202']0
['39' '1212' '1007' '1157']0
['1579' '1491' '932' '1823']0
['1784' '1991' '265' '80']1
['233' '847' '1007' '1434']0
['1784' '2191' '271' '306']1
['1966' '1015' '954' '1348']0
['419' '1096' '16' '202']1
['287' '1948' '471' '341']0
['336' '193' '375' '1126']0
['1473' '739' '1610' '1619']0
['267' '2127' '855' '1180']0
['379' '150' '1396' '97']1
['1784' '1528' '1377' '1702']0
['881' '2128' '796' '1741']0
['1784' '1070' '1188' '109']0
['131' '2318' '653' '1891']0
['854' '953' '919' '96']0
['1889' '2173' '145' '81']1
['20' '1063' '765' '462']0
['119' '452' '1801' '1677']0
['344' '1091' '1776' '1702']0
['1863' '1511' '660' '1068']0
['226' '1835' '1700' '903']0
['1032' '1491' '370' '164']0
['226' '2248' '932' '1425']0
['1789' '440' '1008' '1085']0
['1783' '2145' '497' '1885']0
['1095' '1209' '1610' '1820']0
['336' '1121' '267' '834']1
['130' '1212' '1345' '1770']0
['240' '1209' '323' '1675']0
['878' '1069' '1674' '109']0
['1784' '1964' '882' '1404']0
['1725' '314' '314' '1652']1
['124' '1884' '1152' '142']0
['1095' '219' '1626' '946']1
['1786' '2128' '1067' '821']0
['1966' '2355' '754' '167']0
['946' '7' '1057' '1702']0
['344' '2104' '1112' '1051']0
['1523' '1099' '870' '779']0
['1562' '43' '36' '139']1
['1994' '1828' '1745' '1910']0
['236' '2318' '1169' '281']0
['1929' '1190' '375' '1702']0
['1257' '238' '604' '47']1
['131' '1868' '1643' '1053']0
['233' '122' '892' '156']0
